icao,name,city,country,latitude,longitude,type
AAXX,Aeródromo de Punto Rothera,Rothera Point,AQ,-67.566941,-68.126993,small_airport
AGAF,Afutara Aerodrome,Bila,SB,-9.191389,160.948611,small_airport
AGAR,Ulawa Airport,Arona,SB,-9.86054358262,161.979546547,small_airport
AGAT,Uru Harbour Airport,Atoifi,SB,-8.87333,161.011002,small_airport
AGBA,Barakoma Airport,Barakoma,SB,-7.912779808044434,156.70599365234375,small_airport
AGBT,Batuna Aerodrome,Batuna Mission Station,SB,-8.56202777778,158.119305556,small_airport
AGEV,Geva Airport,Liangia,SB,-7.575829982757568,156.5970001220703,small_airport
AGGA,Gwaunaru'u Airport,Auki,SB,-8.70257,160.682007,small_airport
AGGB,Bellona/Anua Airport,Anua,SB,-11.302222222200001,159.798333333,small_airport
AGGC,Choiseul Bay Airport,Choiseul Bay,SB,-6.711944,156.396111,small_airport
AGGE,Ballalae Airport,Ballalae,SB,-6.990745,155.886656,small_airport
AGGF,Fera/Maringe Airport,Fera Island,SB,-8.1075,159.576996,small_airport
AGGH,Honiara International Airport,Honiara,SB,-9.428,160.054993,large_airport
AGGI,Babanakira Airport,Mbambanakira,SB,-9.7475,159.839005,small_airport
AGGJ,Avu Avu Airport,Avu Avu,SB,-9.868333,160.410556,small_airport
AGGK,Ngorangora Airport,Kirakira,SB,-10.449700355500001,161.897994995,small_airport
AGGL,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB,-10.7203,165.794998,small_airport
AGGM,Munda Airport,Munda,SB,-8.32797,157.263,medium_airport
AGGN,Nusatupe Airport,Gizo,SB,-8.09778022766,156.863998413,small_airport
AGGO,Mono Airport,Stirling Island,SB,-7.416940212249756,155.56500244140625,small_airport
AGGP,Parasi Airport,Parasi,SB,-9.641670227050781,161.4250030517578,small_airport
AGGR,Rennell/Tingoa Airport,Rennell Island,SB,-11.55,160.062778,small_airport
AGGS,Sege Airport,Sege,SB,-8.57889,157.876007,small_airport
AGGT,Santa Ana Airport,Santa Ana Island,SB,-10.847994,162.454108,small_airport
AGGU,Marau Airport,Marau,SB,-9.861669540409999,160.824996948,small_airport
AGGV,Suavanao Airport,Suavanao,SB,-7.58556,158.731003,small_airport
AGGY,Yandina Airport,Yandina,SB,-9.092816,159.21841,small_airport
AGKG,Kaghau Airport,Kagau Island,SB,-7.3305,157.585,small_airport
AGKU,Kukudu Airport,Kolombangara Island,SB,-8.0262,156.94783,small_airport
AGKW,Kwailabesi Airport,Kwailabesi,SB,-8.360508,160.775127,small_airport
AGLM,Lomlom Airport,Lomlom,SB,-10.296828,166.327322,small_airport
AGNA,Nana Airport,Star Harbor,SB,-10.6758,162.2049,small_airport
AGOB,Manaoba Airport,Manaoba,SB,-8.325008,160.80051,small_airport
AGOK,Gatokae Aerodrome,Gatokae,SB,-8.738358,158.202836,small_airport
AGRC,Ringi Cove Airport,Ringi Cove,SB,-8.12639045715332,157.14300537109375,small_airport
AGRM,Ramata Airport,Ramata,SB,-8.168060302734375,157.64300537109375,small_airport
ANYN,Nauru International Airport,Yaren District,NR,-0.547458,166.919006,medium_airport
AQBC,Boulder Clay Runway,Zucchelli Station,AQ,-74.739373,164.03539,medium_airport
ATUA,Utai Airstrip,Utai,PG,-3.386,141.5868,small_airport
AYAA,Ama Airport,,PG,-4.10111111111,141.67,small_airport
AYAE,Mount Aue Airport,Aue,PG,-6.229978,144.664181,small_airport
AYAF,Afore Airstrip,Afore,PG,-9.13867,148.390701,small_airport
AYAG,Agaun Airport,Agaun,PG,-9.927715,149.389951,small_airport
AYAI,Aitape Airport,Aitape,PG,-3.143611,142.346806,small_airport
AYAK,Aiambak Airport,Aiambak,PG,-7.342777777779999,141.2675,small_airport
AYAM,Amanab Airport,Amanab,PG,-3.586,141.214333333,small_airport
AYAN,Andakombe Airport,Andekombe,PG,-7.13722222222,145.744722222,small_airport
AYAO,Aiome Airport,Aiome,PG,-5.145699978,144.7307003,small_airport
AYAQ,Kompiam Airport,,PG,-5.38166666667,143.924722222,small_airport
AYAT,Ambunti Airport,Ambunti,PG,-4.21566666667,142.823166667,small_airport
AYAU,Arou Airstrip,Arou,PG,-5.4951,142.5137,small_airport
AYAW,Awaba Airport,Awaba,PG,-8.013414,142.752099,small_airport
AYAX,Aseki Airport,Aseki,PG,-7.350805,146.193994,small_airport
AYAY,Aiyura Airport,Aiyura Valley,PG,-6.33805555556,145.904166667,small_airport
AYBA,Baimuru Airport,Baimuru,PG,-7.49686002731,144.819900513,medium_airport
AYBB,Bak Airstrip,Bak,PG,-5.2685,142.097,small_airport
AYBC,Bambu Airport,Bambu,PG,-5.863611111110001,146.4925,small_airport
AYBD,Bodinumu Airport,Bodinumu,PG,-9.107777777779999,147.666722222,small_airport
AYBF,Bamu Airport,Bamu,PG,-7.8485,143.2433,small_airport
AYBG,Baindoung Airport,,PG,-6.34722222222,146.942222222,small_airport
AYBH,Bensbach Airport,Bensbach,PG,-8.85805555556,141.259444444,small_airport
AYBI,Bewani Airport,Bewani,PG,-3.0216666666700003,141.165277778,small_airport
AYBK,Buka Airport,Buka Island,PG,-5.4223198890686035,154.67300415039062,medium_airport
AYBL,Bialla Airport,"Bialla, Matalilu, Ewase",PG,-5.3305602073700005,151.007995605,small_airport
AYBM,Balimo Airport,Balimo,PG,-8.05000019073,142.932998657,medium_airport
AYBO,Bomai Airport,Bomai,PG,-6.37316666667,144.637,small_airport
AYBP,Bapi Airstrip,Bapi,PG,-7.743611111110001,147.020555556,small_airport
AYBQ,Biangabip Airport,Biangabip,PG,-5.526389,141.744583,small_airport
AYBR,Biaru Airport,Biaru,PG,-7.6693,146.7594,small_airport
AYBS,Begesin Airstrip,Begesin,PG,-5.3889,145.4472,small_airport
AYBT,Batri Airstrip,Batri,PG,-6.5522,143.9441,small_airport
AYBU,Bulolo Airport,Bulolo,PG,-7.216286671410001,146.649541855,small_airport
AYBW,Blackwara Airport,,PG,-2.618211,141.091971,small_airport
AYBX,Wowobo Airstrip,Wowobo,PG,-7.3405,144.5477,small_airport
AYBY,Wuyabo Airstrip,Wuyabo,PG,-6.8378,145.8732,small_airport
AYBZ,Biniguni Airport,Biniguni,PG,-9.6425,149.303889,small_airport
AYCB,Chungribu Airport,Chungribu,PG,-4.80662,144.714996,small_airport
AYCG,Cape Gloucester Airport,Cape Gloucester,PG,-5.455231,148.422289,small_airport
AYCH,Chimbu Airport,Kundiawa,PG,-6.024290084838867,144.9709930419922,medium_airport
AYCN,Changriwa Airstrip,Changriwa,PG,-4.328652,143.74058,small_airport
AYCS,China Strait Airstrip,Samarai Island,PG,-10.5627777778,150.690694444,small_airport
AYDB,Debepare Airport,Debepare,PG,-6.30861111111,141.905555556,small_airport
AYDD,Dobu Airstrip,Dobu,PG,-6.6305,144.6383,small_airport
AYDE,Derim Airport,Derim,PG,-6.14472222222,147.107222222,small_airport
AYDI,Bundi Airport,Bundi,PG,-5.742222222220001,145.2275,small_airport
AYDK,Munduku Airport,Munduku,PG,-4.6204,143.4516,small_airport
AYDL,Kondobol Airport,Kondobol,PG,-8.5336,142.5049,small_airport
AYDN,Dinangat Airport,Dinangat,PG,-6.1546,146.6772,small_airport
AYDO,Doini Airport,Castori Islets,PG,-10.7009,150.7218,small_airport
AYDP,Tsendiap Airstrip,Tsendiap,PG,-5.3599,144.4462,small_airport
AYDQ,Dimisisi Airstrip,Dimisisi,PG,-8.6298,142.2162,small_airport
AYDR,Dorobisoro Airport,Dorobisoro,PG,-9.461855,147.920907,small_airport
AYDS,Dusin Airport,Dusin,PG,-5.184135,144.411965,small_airport
AYDU,Daru Airport,Daru,PG,-9.08676,143.207993,medium_airport
AYDW,Dewara Airstrip,Dewara,PG,-8.3802,142.4475,small_airport
AYDY,Sindeni Airstrip,Sindeni,PG,-7.0077,145.7965,small_airport
AYEA,Kerau Airport,Gunim,PG,-8.271612,147.071899,small_airport
AYEB,Embessa Airport,Embessa,PG,-9.447,148.7628,small_airport
AYED,Edwaki Airport,Yellow River Mission,PG,-3.883986,141.792234,small_airport
AYEE,Emirau Airport,Emirau Island,PG,-1.653949991,149.9757667,small_airport
AYEF,Efogi Airport,Efogi,PG,-9.15380555556,147.659805556,small_airport
AYEG,Mengina Airstrip,Mengina,PG,-6.4836,144.986,small_airport
AYEH,Morehead Airport,Morehead,PG,-8.71411111111,141.644444444,small_airport
AYEI,Milei Airstrip,Milei,PG,-9.0794,147.602,small_airport
AYEK,Membok Airstrip,Membok,PG,-6.4744,141.019,small_airport
AYEL,Eliptamin Airport,Eliptamin,PG,-5.0412,141.6779,small_airport
AYEM,Eleme Airstrip,Eleme,PG,-4.8141,143.9103,small_airport
AYEN,Engati Airstrip,Engati,PG,-6.9179,146.1053,small_airport
AYEO,Emo River Airstrip,Emo Mission,PG,-9.1234,148.0415,small_airport
AYER,Erume Airport,Erume,PG,-8.2538,146.9747,small_airport
AYES,Meselia Airport,Demgulu,PG,-6.1364,149.1183,small_airport
AYET,Bosset Airport,Bosset,PG,-7.237257,141.1063222,small_airport
AYEU,Eloaua Airstrip,Eloaua Island,PG,-1.5601,149.6318,small_airport
AYEV,Erave Airport,Erave,PG,-6.60646315446,143.900213242,small_airport
AYEW,Siwea Airport,Siwea,PG,-6.284181,147.582371,small_airport
AYEY,Mirsey Airstrip,Mirsey,PG,-4.0621,142.6609,small_airport
AYEZ,Moropote Airstrip,Moropote,PG,-4.587055,142.335691,small_airport
AYFA,Fane Airport,Fane Mission,PG,-8.54927777778,147.085833333,small_airport
AYFE,Feramin Airport,Feramin,PG,-5.208,141.6988,small_airport
AYFF,Faia Airport,,PG,-7.160353,143.531317,small_airport
AYFI,Finschhafen Airport,Buki,PG,-6.621750109,147.85405,small_airport
AYFK,Foroko Airstrip,Foroko,PG,-5.3283,144.8944,small_airport
AYFO,Fogomaiu Airstrip,Fogomaiu,PG,-6.5096,143.0794,small_airport
AYFR,Frieda River Airport,Frieda River,PG,-4.610468,141.960138,small_airport
AYFS,Fas Airstrip,Fugari,PG,-3.1983,141.472,small_airport
AYFU,Fuma Airport,Fuma,PG,-6.3933,142.4408,small_airport
AYFW,Kwieftim Airstrip,Kwieftim,PG,-3.6005,141.7674,small_airport
AYGA,Goroka Airport,Goronka,PG,-6.081689834590001,145.391998291,medium_airport
AYGC,Gewoia Airport,Gewoia,PG,-9.2263,148.4949,small_airport
AYGD,Gimi Airstrip,Amusa,PG,-6.6482,145.4003,small_airport
AYGE,Geigorobi Airstrip,Geigorobi,PG,-4.1055,143.3056,small_airport
AYGF,Guari Airport,Guari,PG,-8.1286,146.8722,small_airport
AYGG,Garasa Airport,Au,PG,-7.980713,147.213461,small_airport
AYGH,Guhu Airstrip,Guhu,PG,-5.6957,146.1116,small_airport
AYGI,Garaina Airport,Garaina,PG,-7.875625,147.141266,small_airport
AYGJ,Guasopa Airport,Woodlark (Muyua) Island,PG,-9.225918,152.944352,small_airport
AYGL,Gonaili Airport,Gonaili,PG,-5.527716614,151.5733333,small_airport
AYGM,Gema Airstrip,Gema,PG,-6.803088,145.775866,small_airport
AYGN,Gurney Airport,Gurney,PG,-10.3114995956,150.333999634,medium_airport
AYGO,Gokto Airstrip,Gokto,PG,-4.9136,144.49,small_airport
AYGP,Gusap Airport,Gusap,PG,-6.053196,145.959047,small_airport
AYGQ,Gawa Airstrip,Gawa,PG,-5.259,142.233,small_airport
AYGR,Girua Airport,Popondetta,PG,-8.80453968048,148.309005737,medium_airport
AYGS,Gasuke Airport,Gasuke,PG,-6.1028,141.7393,small_airport
AYGT,Gasmata Island Airport,Gasmata Island,PG,-6.27111005783,150.330993652,small_airport
AYGU,Anguganak Airport,Anguganak,PG,-3.560504,142.217307,small_airport
AYGV,Green River Airport,Green River,PG,-3.9022428989400004,141.170516968,small_airport
AYGW,Guwasa Airport,Guwasa,PG,-6.465838,145.083968,small_airport
AYGX,Gora Airstrip,Gora,PG,-9.0021,148.2364,small_airport
AYGY,Guavi Airstrip,Guavi,PG,-6.87,142.7537,small_airport
AYHA,Haia Airport,,PG,-6.707421,144.997398,small_airport
AYHB,Habi Airport,Habi,PG,-6.32,142.4893,small_airport
AYHE,Heiweni Airport,Heiweni,PG,-7.4223,146.4276,small_airport
AYHF,Hayfields Airport,Bainyik,PG,-3.69838,143.057902,small_airport
AYHH,Honinabi Airport,Honinabi,PG,-6.2457,142.1771,small_airport
AYHJ,Hewa Airstrip,Hewa,PG,-5.1914,142.9595,small_airport
AYHK,Hoskins Airport,Kimbe,PG,-5.463846,150.407327,medium_airport
AYHL,Hesalibi Airstrip,Hesalibi,PG,-6.6,142.3502,small_airport
AYHN,Habina Airstrip,Habina,PG,-6.6671,146,small_airport
AYHO,Haivaro Airport,Haivaro,PG,-6.9406,143.059,small_airport
AYHQ,Hauna Airstrip,Hauna,PG,-4.2994,142.2305,small_airport
AYHT,Hotmin Airstrip,Hotmin Mission,PG,-4.5845,141.5742,small_airport
AYHU,Hawabango Airport,Hawabango,PG,-7.392994,146.003487,small_airport
AYHW,Haewenai Airstrip,Haewenai,PG,-5.7219,141.3205,small_airport
AYHX,Herowena Airstrip,Herowana,PG,-6.6229,145.1972,small_airport
AYHY,Huya Airstrip,Huya,PG,-6.2734,142.7061,small_airport
AYIA,Nissan Island Airport,Nissan Island,PG,-4.49972009659,154.225997925,small_airport
AYIB,Ibil Airstrip,Ibil,PG,-4.6828,141.0316,small_airport
AYID,Indagen Airport,Indagen,PG,-6.22663,147.244,small_airport
AYII,Imane Airport,Imane,PG,-6.7524,146.1072,small_airport
AYIM,Kungim Airport,Kungim,PG,-5.671,141.03,small_airport
AYIN,Busilmin Airstrip,Busilmin,PG,-4.9166,141.1548,small_airport
AYIO,Imonda Airport,Imonda,PG,-3.328,141.1573,small_airport
AYIP,Iropena Airstrip,Iropena,PG,-5.032639,143.871117,small_airport
AYIQ,Aropa Airport,Kieta,PG,-6.305417,155.728139,small_airport
AYIR,Inaru Airstrip,Inaru,PG,-4.6316,142.8913,small_airport
AYIS,Isan Airstrip,Isan,PG,-5.9781,146.61975,small_airport
AYIT,Iteri Airstrip,Iteri,PG,-4.2418,141.5234,small_airport
AYIU,Ialibu Airport,Ialibu,PG,-6.2782,143.9944,small_airport
AYIW,Wasua Airport,Wasua,PG,-8.2836,142.8697,small_airport
AYIX,Witu Airport,Garove Island,PG,-4.689522,149.440112,small_airport
AYIY,Miyanmin Airport,Miyanmin,PG,-4.903055555560001,141.620833333,small_airport
AYJE,Yomneri Airstrip,Yomneri,PG,-5.237,144.6007,small_airport
AYJO,Yongai Airport,Yongai,PG,-8.5289,147.4603,small_airport
AYJS,Josephstaal Airport,Josephstaal,PG,-4.74708333333,145.007083333,small_airport
AYJW,Wauru Airstrip,,PG,-4.182032,141.19829,small_airport
AYKA,Losuia Airport,Losuia,PG,-8.505820274353027,151.08099365234375,small_airport
AYKB,Kabwum,,PG,-6.15547222222,147.191472222,small_airport
AYKC,Kandrian Airport,Kandrian,PG,-6.19217,149.54783,small_airport
AYKD,Kamina Airport,Hoieti,PG,-7.64925,145.956944444,small_airport
AYKG,Kopiago Airport,Kopiago,PG,-5.3883,142.4977,small_airport
AYKH,Kamulai Airport,Kamulai Mission,PG,-8.150694444440001,146.834,small_airport
AYKI,Kiunga Airport,Kiunga,PG,-6.1257100105285645,141.28199768066406,small_airport
AYKJ,Kanainj Airport,Kanainj,PG,-5.2903,144.7072,small_airport
AYKK,Kikori Airport,Kikori,PG,-7.42438,144.250076,small_airport
AYKL,Kafle Airstrip,Kafle,PG,-3.75,142.59,small_airport
AYKM,Kerema Airport,Kerema,PG,-7.96361017227,145.770996094,medium_airport
AYKN,Kubuna Airstrip,Kubuna Mission,PG,-8.6917,146.7566,small_airport
AYKO,Kokoda Airport,Kokoda,PG,-8.884679,147.730957,small_airport
AYKQ,Kagi Airport,Kagi,PG,-9.135916666670001,147.669444444,small_airport
AYKR,Kar Kar Airport,Kar Kar Island,PG,-4.557,145.9404,small_airport
AYKT,Kaintiba Airport,Kaintiba,PG,-7.50025,146.033833333,small_airport
AYKU,Kuri Airport,Kuri,PG,-7.135083,143.276111,small_airport
AYKV,Kavieng Airport,Kavieng,PG,-2.57940006256,150.807998657,medium_airport
AYKW,Kawito Airport,Kawito,PG,-7.977006912229999,142.823577881,small_airport
AYKY,Londolovit Airport,Londolovit,PG,-3.04361009598,152.628997803,small_airport
AYKZ,Kairiru Airstrip,Kairiru Island,PG,-3.3687,143.5546,small_airport
AYLB,Lab Lab Airport,Lab Lab Mission,PG,-5.7204,148.0566,small_airport
AYLC,Lake Campbell Airstrip,Lake Campbell,PG,-6.7486,142.6037,small_airport
AYLE,Lele Airstrip,Leli,PG,-5.2192,151.3938,small_airport
AYLG,Keglsugl Airport,Denglagu Mission,PG,-5.83277777778,145.097222222,small_airport
AYLH,Klauhau Airstrip,Klauhau,PG,-4.1305,142.2495,small_airport
AYLI,Kibuli Airstrip,Kibuli,PG,-9.006528,142.698056,small_airport
AYLJ,Lamogai Airstrip,Maravo,PG,-5.819043,149.305308,small_airport
AYLL,Linga Linga Airport,Linga Linga,PG,-5.5319444444400006,149.734166667,small_airport
AYLN,Langimar Airport,,PG,-7.22313888889,146.227083333,small_airport
AYLO,Lowai Airport,Lowai,PG,-6.3344,146.6458,small_airport
AYLP,Leron Plains Airport,Leron Plains,PG,-6.3917,146.3434,small_airport
AYLQ,Lagoon Airstrip,Lagoon,PG,-8.8186,143.1317,small_airport
AYLS,Lese Airport,Lese,PG,-8.2799,146.2765,small_airport
AYLT,Lengbati Airport,,PG,-6.384611111110001,147.368638889,small_airport
AYLU,Lumi Airport,Lumi,PG,-3.47683951134,142.041292191,small_airport
AYLX,Long Island Airport,Long Island,PG,-5.3604,147.0177,small_airport
AYLY,Myola Airstrip,Myola,PG,-9.151573,147.762322,small_airport
AYLZ,Slai Airstrip,Slai,PG,-4.0322,143.1831,small_airport
AYMA,Manari Airport,Manari,PG,-9.1908,147.6219,small_airport
AYMB,Morobe Airport,Morobe,PG,-7.74,147.59,small_airport
AYMC,Menyamya Airport,Menyamya,PG,-7.21166666667,146.019361111,small_airport
AYMD,Madang Airport,Madang,PG,-5.20707988739,145.789001465,medium_airport
AYMF,Maimafu Airstrip,Runakuma,PG,-6.503221,145.03266,small_airport
AYMG,Magleri Airstrip,Magleri,PG,-4.052061,141.986281,small_airport
AYMH,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.828212,144.299412,medium_airport
AYMI,Mindik Airport,Mindik,PG,-6.47166666667,147.441138889,small_airport
AYMJ,Makini Airport,Makini,PG,-6.532222222220001,147.651166667,small_airport
AYMK,Mok Airport,Mok,PG,-5.730238,149.056583,small_airport
AYML,Mougulu Airport,Mougulu,PG,-6.280859,142.420775,small_airport
AYMN,Mendi Airport,Mendi,PG,-6.14774,143.656998,medium_airport
AYMO,Momote Airport,Manus Island,PG,-2.06189,147.423996,medium_airport
AYMP,Malalaua Airport,Malalaua,PG,-8.07138888889,146.155472222,small_airport
AYMQ,Malam Airport,Malam,PG,-8.70916666667,142.649722222,small_airport
AYMR,Moro Airport,Moro,PG,-6.36332988739,143.238006592,small_airport
AYMS,Misima Island Airport,Misima Island,PG,-10.689200401299999,152.837997437,small_airport
AYMU,Muluma Airstrip,,PG,-6.426481,142.767485,small_airport
AYMV,Malekolon Airport,Babase Island,PG,-4.02343055556,153.657277778,small_airport
AYMW,Marawaka Airport,Marawaka,PG,-6.9736,145.8849,small_airport
AYMX,Mamusi Airstrip,Mamusi,PG,-5.196945,144.191831,small_airport
AYMY,Smok Airstrip,Smok,PG,-3.3158,141.2461,small_airport
AYMZ,Mapua(Mabua) Airport,Tatau Island,PG,-2.81138888889,151.991111111,small_airport
AYNA,Nankina Airport,Gwarawon,PG,-5.837,146.4533,small_airport
AYNB,Kanabea Airport,Kanabea,PG,-7.538888888890001,145.905,small_airport
AYNC,Nadunumu Airport,Nadunumu,PG,-9.14355555556,147.68425,small_airport
AYND,Aua Island Airport,Aua Island,PG,-1.46055555556,143.064722222,small_airport
AYNE,Negarbo(Negabo) Airport,Negarbo,PG,-6.567778,144.703058,small_airport
AYNF,Nagri Airport,Nagri,PG,-4.091586,142.592937,small_airport
AYNG,Manguna Airport,Manguna,PG,-5.577778,151.792333,small_airport
AYNH,Nahu Airstrip,Gumbarami,PG,-5.842728,146.112601,small_airport
AYNI,Nuguria Airstrip,Nuguria Island,PG,-3.4075,154.7383,small_airport
AYNJ,Namudi Airport,Namudi,PG,-9.47375,148.329416667,small_airport
AYNM,Kasonombe Airport,Kasonombe,PG,-6.3819,146.9859,small_airport
AYNN,Kandep Airport,Kandep,PG,-5.84061111111,143.507222222,small_airport
AYNO,Nomane Airport,Namane,PG,-6.32183,145.070667,small_airport
AYNP,Momonup Airstrip,Momonup,PG,-4.504308,144.231471,small_airport
AYNS,Bunsil Airport,Bunsil - Umboi Island,PG,-5.7243,147.8667,small_airport
AYNT,Kantobo Airstrip,Kantobo,PG,-6.7227,143.5636,small_airport
AYNU,Nuku Airport,Nuku,PG,-3.676651,142.484334,small_airport
AYNX,Namatanai Airport,Namatanai,PG,-3.6695,152.438,small_airport
AYNY,Nambaiyufa Airport,Nambaiyufa,PG,-6.2412,145.2424,small_airport
AYNZ,Nadzab Airport,Lae,PG,-6.569803,146.725977,medium_airport
AYOA,Kwomtari Airstrip,Kwomtari,PG,-3.598,141.3614,small_airport
AYOB,Obo Airport,Obo,PG,-7.590622421369999,141.324262619,small_airport
AYOD,Obura Airstrip,Obura,PG,-6.5507,145.9728,small_airport
AYOE,Konge Airport,Konge,PG,-6.2239,147.2152,small_airport
AYOF,Okao Airport,Okao,PG,-5.55666666667,141.032777778,small_airport
AYOG,Ogeranang Airport,,PG,-6.46675,147.364166667,small_airport
AYOH,Okisai Airstrip,Okisai,PG,-4.7065,141.9006,small_airport
AYOJ,Oksapmin Airport,Oksapmin,PG,-5.2261,142.2259,small_airport
AYOK,Komako Airport,Komako,PG,-7.3984,145.8827,small_airport
AYOL,Kol Airport,Kol,PG,-5.73116666667,144.846,small_airport
AYOM,Omora Airport,Omora,PG,-7.82777777778,147.080638889,small_airport
AYOO,Komo-Manda Airport,Komo,PG,-6.0682,142.8598,small_airport
AYOP,Kosipe Airport,Kosipe Mission,PG,-8.450716,147.209195,small_airport
AYOQ,Komaio Airport,Komaio,PG,-7.2714,143.5952,small_airport
AYOS,Kosimbi Airstrip,Kosimbi Mission,PG,-3.9522,143.1767,small_airport
AYOU,Kombaku Airstrip,Kombaku,PG,-5.3817,144.6355,small_airport
AYOV,Olsobip Airport,Olsobip,PG,-5.3897222222200005,141.515277778,small_airport
AYOW,Koroba Airport,Koroba,PG,-5.6952,142.7441,small_airport
AYOX,Moi Airstrip,Moi,PG,-4.1615,141.2478,small_airport
AYOY,Open Bay Airport,Maitanakunai,PG,-4.794727,151.696195,small_airport
AYOZ,Kora Airstrip,Kora,PG,-6.4304,145.0931,small_airport
AYPA,Somokopa Airstrip,Somokopa,PG,-7.0838,142.514,small_airport
AYPB,Paiela Airport,Paiela,PG,-5.372407,142.975774,small_airport
AYPC,Pangoa Airport,Pangoa,PG,-7.0226,141.5605,small_airport
AYPD,Pindiu Airport,Pindiu,PG,-6.445138888890001,147.515833333,small_airport
AYPE,April River Airport,April River,PG,-4.67666666667,142.540138889,small_airport
AYPG,Pangia Airport,Pangia,PG,-6.386,144.1084,small_airport
AYPI,Kapi Airstrip,Kapi,PG,-6.371,144.6839,small_airport
AYPJ,Pimaga Airport,Pimaga,PG,-6.49916666667,143.510277778,small_airport
AYPO,Mapoda Airport,Mapoda,PG,-7.979,143.1694,small_airport
AYPQ,Pumani Airport,Pumani,PG,-9.7469,149.4766,small_airport
AYPS,Maposi Airstrip,Maposi,PG,-4.545971,142.221074,small_airport
AYPU,Walluanda Airport,Puri,PG,-6.475161,143.987222,small_airport
AYPW,Panakawa Airport,,PG,-7.67205555556,143.124722222,small_airport
AYPY,Port Moresby Jacksons International Airport,Port Moresby,PG,-9.443380355834961,147.22000122070312,large_airport
AYQA,Karawari Airstrip,Amboin,PG,-4.59666666667,143.5225,small_airport
AYQB,Simbari Airstrip,Simbari,PG,-6.9623,145.6448,small_airport
AYQL,Tumolbil Airport,Tumolbil,PG,-4.7748,141.0133,small_airport
AYQM,Simogu Airstrip,Simogu,PG,-6.8008,145.7134,small_airport
AYQO,Sopu Airport,Sopu,PG,-8.3038,147.1659,small_airport
AYQQ,Ononge Airport,Onange Mission,PG,-8.67436111111,147.262416667,small_airport
AYQR,Sorimi Airstrip,Sorimi,PG,-4.323914,141.375632,small_airport
AYQS,Sialum Airport,Sialum,PG,-6.0908,147.5955,small_airport
AYQU,Tsumba Airstrip,Tsumba Mission,PG,-4.6581,144.6082,small_airport
AYQV,Sinow Airstrip,Sinow,PG,-3.9925,141.5537,small_airport
AYQW,Sumwari Airstrip,Sumwari,PG,-4.7508,142.3686,small_airport
AYRA,Kira Airport,Kira,PG,-8.065111111110001,147.332027778,small_airport
AYRD,Rano Airstrip,Maingi,PG,-5.959437,151.171703,small_airport
AYRE,Raba Raba Airport,Rabaraba,PG,-9.97111111111,149.832222222,small_airport
AYRG,Rumginae Airport,,PG,-5.89722222222,141.271666667,small_airport
AYRI,Karimui Airport,Karimui,PG,-6.4921,144.823,small_airport
AYRJ,Mariama,Mariama,PG,-4.612389,143.247027,small_airport
AYRK,Kairuku Airport,Yule Island,PG,-8.817000054,146.5243833,small_airport
AYRL,Maralina Airstrip,Maralina,PG,-6.9015,146.3698,small_airport
AYRM,Maramuni Airport,Maramuni,PG,-5.13,143.4829,small_airport
AYRN,Norambi Airstrip.,Norambi,PG,-6.9125,145.6731,small_airport
AYRO,Kakoro(Koroko) Airstrip,Kakoro,PG,-7.8346666666700004,146.5335,small_airport
AYRR,Tiri Airstrip,Tiri,PG,-6.6815,144.1842,small_airport
AYRT,Kirinbit Airstrip,Kirinbit,PG,-4.2839,143.1512,small_airport
AYRV,May River Airstrip,May River,PG,-4.3615,141.785,small_airport
AYSA,Suabi Airport,,PG,-6.10444444444,142.278333333,small_airport
AYSB,Sirebi Airstrip,Sirebi,PG,-7.2196,144.2352,small_airport
AYSD,Saidor Airport,Saidor,PG,-5.62713888889,146.462777778,small_airport
AYSE,Simberi Airport,Simberi Island,PG,-2.66222222222,151.997777778,small_airport
AYSF,Safia Airport,Safia,PG,-9.59305555556,148.636111111,small_airport
AYSG,Sila Airport,Sila Mission,PG,-9.07355555556,148.38925,small_airport
AYSH,Sabah Airport,Sabah,PG,-5.5765,155.0489,small_airport
AYSI,Seltamin Airstrip,Seltamin,PG,-5.4122,141.8252,small_airport
AYSJ,Simbai Airport,Simbai,PG,-5.278611111110001,144.544722222,small_airport
AYSK,Sengapi Airstrip,Sengapi,PG,-5.12583333333,144.323611111,small_airport
AYSL,Sehulea Airport,Sehulea,PG,-9.96452777778,151.161861111,small_airport
AYSM,Samberigi Airstrip,Samberigi Mission,PG,-6.7193,143.9338,small_airport
AYSO,Selbang Airport,Selbang,PG,-5.315,141.752,small_airport
AYSP,Sapmanga Airport,Sapmanga,PG,-6.075277777779999,146.811111111,small_airport
AYSQ,Sepik Plains Airport,Sepik Plains,PG,-3.8821,143.6734,small_airport
AYSR,Sangera Airstrip,Sangera,PG,-3.9678,143.2763,small_airport
AYSS,Sasereme Airport,Sasereme,PG,-7.6217,142.868,small_airport
AYST,Sturt Island Airport,,PG,-8.1525,142.268444444,small_airport
AYSU,Suki Airport,Suki,PG,-8.0466,141.7222,small_airport
AYSV,Sauren Airport,Sauren,PG,-5.9701,148.8543,small_airport
AYSW,Satwag Airport,Satwag,PG,-6.13955555556,147.279166667,small_airport
AYSX,Masa Airport,Masa,PG,-6.345,147.591,small_airport
