icao,name,city,country,latitude,longitude,type
EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.9487,7.26389,medium_airport
EDFI,Hirzenhain Airfield,Eschenburg,DE,50.787777,8.392778,small_airport
EDFJ,Lager Hammelburg Airfield,Hammelburg,DE,50.098517,9.883901,small_airport
EDFK,Bad Kissingen Airfield,Bad Kissingen,DE,50.210556,10.068889,small_airport
EDFL,Gießen-Lützellinden Airfield,Gießen,DE,50.544794,8.592753,small_airport
EDFM,Mannheim-City Airport,Mannheim,DE,49.473057,8.514167,medium_airport
EDFN,Marburg-Schönstadt Airfield,Cölbe,DE,50.874443,8.815,small_airport
EDFO,Michelstadt-Odenwald Airfield,Michelstadt,DE,49.678466,8.971614,small_airport
EDFP,Ober-Mörlen Airfield,Ober-Mörlen,DE,50.3622,8.71164,small_airport
EDFQ,Allendorf-Eder Airfield,Allendorf (Eder),DE,51.035268,8.681002,small_airport
EDFR,Rothenburg ob der Tauber Airfield,Rothenburg ob der Tauber,DE,49.388332,10.218056,small_airport
EDFS,Schweinfurt South Airfield,Gochsheim,DE,50.010834,10.251111,small_airport
EDFT,Lauterbach Airfield,Lauterbach (Hessen),DE,50.683666,9.4117,small_airport
EDFU,Mainbullau Airfield,Miltenberg,DE,49.695042,9.18236,small_airport
EDFV,Worms Airfield,Worms,DE,49.606945,8.368333,small_airport
EDFW,Würzburg-Schenkenturm Airfield,Würzburg,DE,49.81778,9.8975,small_airport
EDFX,Hockenheim Airfield,Hockenheim,DE,49.325279,8.528611,small_airport
EDFY,Limburg-Elz Airfield,Limburg an der Lahn,DE,50.426945,8.011111,small_airport
EDFZ,Mainz-Finthen Airfield,Mainz,DE,49.967499,8.147222,medium_airport
EDGA,Ailertchen Airfield,Ailertchen,DE,50.593056,7.945,small_airport
EDGB,Breitscheid Airfield,Breitscheid,DE,50.676388,8.169444,small_airport
EDGE,Eisenach-Kindel Airport,Hörselberg-Hainich,DE,50.991604,10.47973,medium_airport
EDGF,Fulda-Jossa Airfield,Hosenfeld,DE,50.475278,9.443221,small_airport
EDGH,Hettstadt Airfield,Hettstadt,DE,49.798611,9.836667,small_airport
EDGI,Ingelfingen-Bühlhof Airfield,Ingelfingen,DE,49.321667,9.663056,small_airport
EDGJ,Ochsenfurt Airfield,Ochsenfurt,DE,49.673611,10.071389,small_airport
EDGK,Korbach Airfield,Korbach,DE,51.25222,8.873611,small_airport
EDGM,Mosbach-Lohrbach Airfield,Mosbach,DE,49.398888,9.123889,small_airport
EDGO,Oedheim Airfield,Oedheim,DE,49.241471,9.234363,small_airport
EDGP,Oppenheim Airfield,Oppenheim,DE,49.841667,8.376667,small_airport
EDGQ,Schameder Airfield,Schameder,DE,51.000266,8.30914,small_airport
EDGR,Gießen-Reiskirchen Airfield,Reiskirchen,DE,50.566376,8.869164,small_airport
EDGS,Siegerland Airport,Burbach,DE,50.707699,8.08297,medium_airport
EDGT,Bottenhorn Airfield,Bad Endbach,DE,50.795277,8.458333,small_airport
EDGU,Unterschüpf Airfield,Boxberg,DE,49.515835,9.669444,small_airport
EDGW,Flugplatz „Graner Berg“,Wolfhagen,DE,51.30722,9.175278,small_airport
EDGX,Walldorf Airfield,Walldorf,DE,49.303055,8.658889,small_airport
EDGZ,Weinheim/Bergstraße Airfield,Weinheim,DE,49.566763,8.61145,small_airport
EDHB,Grube Airfield,Grube,DE,54.244446,11.024722,small_airport
EDHC,Lüchow-Rehbeck Airfield,Lüchow,DE,53.017158,11.144729,small_airport
EDHD,Eichsfeld Airfield,Heilbad Heiligenstadt,DE,51.40755,10.1453,small_airport
EDHE,Uetersen-Heist Airfield,Heist,DE,53.645477,9.703503,small_airport
EDHF,Itzehoe Hungriger Wolf Airfield,Hohenlockstedt,DE,53.992009,9.576409,small_airport
EDHG,Lüneburg Airfield,Lüneburg,DE,53.24832,10.458705,small_airport
EDHI,Hamburg-Finkenwerder Airport,Hamburg,DE,53.5352783203125,9.835556030273438,medium_airport
EDHK,Kiel-Holtenau Airport,Kiel,DE,54.37957,10.145266,medium_airport
EDHL,Lübeck Blankensee Airport,Lübeck,DE,53.805401,10.7192,medium_airport
EDHM,Hartenholm Airfield,Hasenmoor,DE,53.915001,10.035556,small_airport
EDHN,Neumünster Airport,Neumünster,DE,54.079445,9.941389,small_airport
EDHO,Ahrenlohe Airfield,Tornesch,DE,53.70031,9.742119,small_airport
EDHS,Stade Airfield,Stade,DE,53.561111,9.499167,small_airport
EDHU,Lauenbrück Airfield,Lauenbrück,DE,53.2075,9.573333,small_airport
EDHW,Wahlstedt Airfield,Wahlstedt,DE,53.969444,10.221667,small_airport
EDJA,Memmingen Allgau Airport,Memmingen,DE,47.988800048799995,10.2395000458,medium_airport
EDJG,Grabenstätt Airfield,Grabenstätt,DE,47.852757,12.55037,small_airport
EDKA,Aachen-Merzbrück Airport,Aachen,DE,50.823055,6.186389,small_airport
EDKB,Bonn-Hangelar Airfield,Bonn,DE,50.76889,7.163333,small_airport
EDKD,Altena-Hegenscheid Airfield,Iserlohn,DE,51.312459,7.704134,small_airport
EDKF,Bergneustadt-Auf dem Dümpel Airfield,Bergneustadt,DE,51.05209,7.70683,small_airport
EDKH,Hünsborn Airfield,Wenden,DE,50.928612,7.899167,small_airport
EDKI,Betzdorf-Kirchen Airfield,Kirchen (Sieg),DE,50.817223,7.830556,small_airport
EDKL,Leverkusen Airfield,Leverkusen,DE,51.015278,7.005556,small_airport
EDKM,Meschede-Schüren Airfield,Meschede,DE,51.302776,8.239167,small_airport
EDKN,Wipperfürth-Neye Airfield,Wipperfürth,DE,51.124168,7.373611,small_airport
EDKO,Brilon-Hochsauerland Airfield,Brilon,DE,51.402833,8.643043,small_airport
EDKP,Plettenberg-Hüinghausen Airfield,Herscheid,DE,51.191878,7.79098,small_airport
EDKR,Schmallenberg-Rennefeld Airfield,Schmallenberg,DE,51.1615,8.260667,small_airport
EDKU,Attendorn-Finnentrop Airfield,Attendorn,DE,51.145832,7.936667,small_airport
EDKV,Dahlemer Binz Airfield,Dahlhem,DE,50.40611,6.530256,small_airport
EDKW,Werdohl-Küntrop Airfield,Neuenrade,DE,51.297222,7.818333,small_airport
EDKZ,Meinerzhagen Airfield,Meinerzhagen,DE,51.099399,7.596896,small_airport
EDLA,Arnsberg-Menden Airfield,Arnsberg,DE,51.483891,7.898333,small_airport
EDLB,Borkenberge Airfield,Lüdinghausen,DE,51.779999,7.288056,small_airport
EDLC,Kamp-Lintfort Airfield,Rheinberg,DE,51.529167,6.536111,small_airport
EDLD,Dinslaken-Schwarze Heide Airfield,Hünxe,DE,51.616018,6.861262,small_airport
EDLE,Essen-Mülheim Airport,Essen,DE,51.402302,6.93733,small_airport
EDLF,Grefrath-Niershorst Airfield,Grefrath,DE,51.333889,6.359444,small_airport
EDLG,Goch-Asperden Airfield,Goch,DE,51.690834,6.104167,small_airport
EDLH,Hamm-Lippewiesen Airfield,Hamm,DE,51.68972,7.816111,small_airport
EDLI,Bielefeld Airport,Bielefeld,DE,51.964722,8.544444,small_airport
EDLJ,Detmold Airfield,Detmold,DE,51.940834,8.904722,small_airport
EDLK,Krefeld-Egelsberg Airfield,Krefeld,DE,51.384998,6.587778,small_airport
EDLM,Marl-Loemühle Airfield,Marl,DE,51.647202,7.16333,small_airport
EDLN,Mönchengladbach Airport,Mönchengladbach,DE,51.230278,6.504444,medium_airport
EDLO,Oerlinghausen Airfield,Oerlinghausen,DE,51.93222,8.661667,small_airport
EDLP,Paderborn Lippstadt Airport,Büren,DE,51.614101,8.61632,medium_airport
EDLQ,Beelen Airfield,Beelen,DE,51.931667,8.081667,small_airport
EDLR,Paderborn-Haxterberg Airfield,Paderborn,DE,51.688332,8.775278,small_airport
EDLS,Stadtlohn-Vreden Airfield,Stadtlohn,DE,51.995834,6.840556,small_airport
EDLT,Münster-Telgte Airfield,Telgte,DE,51.944745,7.773621,small_airport
EDLU,Oelde Bergeler Airfield,,DE,51.830601,8.17472,small_airport
EDLV,Weeze Airport,Weeze,DE,51.6024017334,6.14216995239,medium_airport
EDLW,Dortmund Airport,Dortmund,DE,51.518299,7.61224,medium_airport
EDLX,Wesel-Römerwardt Airfield,Wesel,DE,51.662777,6.595833,small_airport
EDLY,Borken-Hoxfeld Airfield,Borken,DE,51.853333,6.814722,small_airport
EDLZ,Soest-Bad Sassendorf Airfield,Bad Sassendorf,DE,51.578056,8.214722,small_airport
EDMA,Augsburg Airport,Augsburg,DE,48.425278,10.931667,medium_airport
EDMB,Biberach an der Riß Airfield,Warthausen,DE,48.112359,9.764013,small_airport
EDMC,Blaubeuren Airfield,Blaubeuren,DE,48.419724,9.798333,small_airport
EDMD,Dachau-Gröbenried Airfield,Bergkirchen,DE,48.228675,11.422134,small_airport
EDME,Eggenfelden Airfield,Eggenfelden,DE,48.396111,12.723611,small_airport
EDMF,Fürstenzell Airfield,Fürstenzell,DE,48.518055,13.345833,small_airport
EDMG,Günzburg-Donauried Airfield,Günzburg,DE,48.486668,10.283333,small_airport
EDMH,Gunzenhausen-Reutberg Airfield,Gunzenhausen,DE,49.112226,10.782165,small_airport
EDMI,Illertissen Airfield,Illertissen,DE,48.235,10.1377,small_airport
EDMJ,Jesenwang Airfield,Jesenwang,DE,48.174366,11.125363,small_airport
EDMK,Kempten-Durach Airfield,Durach,DE,47.691944,10.338056,small_airport
EDML,Landshut Airfield,Landshut,DE,48.511665,12.033333,small_airport
EDMN,Mindelheim-Mattsies Airfield,Tussenhausen,DE,48.106945,10.525,small_airport
EDMO,Oberpfaffenhofen Airport,Weßling,DE,48.081402,11.2831,medium_airport
EDMP,Vilsbiburg Airfield,Vilsbiburg,DE,48.426109,12.345278,small_airport
EDMQ,Donauwörth-Genderkingen Airfield,Genderkingen,DE,48.703062,10.852323,small_airport
EDMS,Straubing Airport,Atting,DE,48.900833,12.516667,small_airport
EDMT,Tannheim Airfield,Tannheim,DE,48.009998,10.098611,small_airport
EDMU,Gundelfingen Airfield,Gundelfingen an der Donau,DE,48.569343,10.358541,small_airport
EDMV,Vilshofen Airfield,Vilshofen an der Donau,DE,48.634998,13.195556,small_airport
EDMW,Deggendorf Airfield,Deggendorf,DE,48.830276,12.879722,small_airport
EDMY,Mühldorf Airfield,Mühldorf am Inn,DE,48.279575,12.500453,small_airport
EDNA,Ampfing-Waldkraiburg Airfield,Ampfing,DE,48.263611,12.411667,small_airport
EDNB,Arnbruck Airfield,Arnbruck,DE,49.124722,12.985556,small_airport
EDNC,Beilngries Airfield,Beilngries,DE,49.021389,11.484722,small_airport
EDND,Dinkelsbühl-Sinbronn Airfield,Dinkelsbühl,DE,49.06508,10.403516,small_airport
EDNE,Erbach Airfield,Erbach,DE,48.34222,9.916111,small_airport
EDNF,Elsenthal Grafe Airfield,Grafenau,DE,48.822498,13.3675,small_airport
EDNG,Giengen/Brenz Airfield,Giengen an der Brenz,DE,48.634253,10.216484,small_airport
EDNH,Bad Wörishofen (Nord) Airfield,Bad Wörishofen,DE,48.016124,10.615025,small_airport
EDNI,Berching Airfield,Berching,DE,49.131043,11.443205,small_airport
EDNJ,Neuburg-Egweil Airfield,Egweil,DE,48.781944,11.215278,small_airport
EDNK,Kirchdorf/Inn Airfield,Kirchdorf am Inn,DE,48.238335,12.976667,small_airport
EDNL,Leutkirch-Unterzeil Airfield,Leutkirch im Allgäu,DE,47.858891,10.014167,small_airport
EDNM,Nittenau-Bruck Airfield,Bruck in der Oberpfalz,DE,49.2225,12.296667,small_airport
EDNO,Nördlingen Airfield,Nördlingen,DE,48.870556,10.505,small_airport
EDNP,Pfarrkirchen Airfield,Rahberg,DE,48.420277,12.864722,small_airport
EDNQ,Bopfingen Airfield,Bopfingen,DE,48.848057,10.333889,small_airport
EDNR,Regensburg-Oberhub Airfield,Regenstauf,DE,49.141945,12.081944,small_airport
EDNS,Schwabmünchen Airfield,Schwabmünchen,DE,48.179169,10.702778,small_airport
EDNT,Treuchtlingen-Bubenheim Airfield,Treuchtlingen,DE,48.996113,10.884167,small_airport
EDNU,Thannhausen Airfield,Thannhausen,DE,48.290001,10.441944,small_airport
EDNV,Vogtareuth Airfield,Vogtareuth,DE,47.94611,12.204722,small_airport
EDNW,Weißenhorn Airfield,Weißenhorn,DE,48.289444,10.140278,small_airport
EDNX,Schleissheim Airfield,Oberschleissheim,DE,48.239166,11.559334,small_airport
EDNY,Friedrichshafen Airport,Friedrichshafen,DE,47.671299,9.51149,medium_airport
EDNZ,Zell-Haidberg Airfield,Zell im Fichtelgebirge,DE,50.136944,11.794444,small_airport
EDOA,Auerbach Airfield,Auerbach/Vogtland,DE,50.497305,12.377987,small_airport
EDOB,Bad Berka Airfield,Bad Berka,DE,50.904446,11.260278,small_airport
EDOC,Gardelegen Airfield,Gardelegen,DE,52.529641,11.349421,small_airport
EDOD,Reinsdorf Airfield,Niederer Fläming,DE,51.900833,13.194444,small_airport
EDOE,Böhlen Airfield,Großpösna,DE,51.21389,12.363611,small_airport
EDOF,Bad Frankenhausen Airfield,Bad Frankenhausen,DE,51.372501,11.141389,small_airport
EDOG,Torgau-Beilrode Airfield,Beilrode,DE,51.570907,13.051641,small_airport
EDOH,Langhennersdorf Airfield,Oberschöna,DE,50.948334,13.261667,small_airport
EDOI,Bienenfarm Airfield,Paulinenaue,DE,52.661667,12.745833,small_airport
EDOJ,Lüsse Airfield,Bad Belzig,DE,52.142706,12.67144,small_airport
EDOK,Rudolstadt-Groschwitz Airfield,Rudolstadt,DE,50.732777,11.236111,small_airport
EDOL,Oschersleben Glider Field,Oschersleben,DE,52.038055,11.205556,small_airport
EDOM,Klein Mühlingen Airfield,Bördeland,DE,51.947498,11.769722,small_airport
EDON,Neuhardenberg Marxwalde Airfield,Neuhardenberg,DE,52.613056,14.242778,small_airport
EDOQ,Oschatz Airfield,Oschatz,DE,51.296772,13.078687,small_airport
EDOR,Stölln-Rhinow Airfield,Gollenberg,DE,52.740833,12.39,small_airport
EDOS,Pennewitz Airfield,Ilmenau,DE,50.669692,11.051087,small_airport
EDOT,Greiz-Obergrochlitz Airfield,Greiz,DE,50.643977,12.174568,small_airport
EDOU,Weimar-Umpferstedt Airfield,Umpferstedt,DE,50.965085,11.399796,small_airport
EDOV,Stendal-Borstel Airfield,Stendal,DE,52.628887,11.818611,small_airport
EDOW,Waren-Vielist Airfield,Waren,DE,53.568333,12.652778,small_airport
EDOX,Renneritz Airfield,Sandersdorf,DE,51.595112,12.237911,small_airport
EDOZ,Schönebeck-Zackmünde Airfield,Pömmelte,DE,51.997129,11.789789,small_airport
EDPA,Aalen Heidenheim Elchingen Airfield,Neresheim,DE,48.777779,10.264722,small_airport
EDPB,Bad Ditzenbach Airfield,Bad Ditzenbach,DE,48.562778,9.728889,small_airport
EDPC,Bad Endorf/Jolling Airfield,Bad Endorf,DE,47.926899,12.2872,small_airport
EDPD,Dingolfing Airfield,Dingolfing,DE,48.656727,12.498794,small_airport
EDPE,Eichstätt Airfield,Eichstätt,DE,48.876945,11.182222,small_airport
EDPF,Schwandorf Airfield,Schwandorf,DE,49.339722,12.188056,small_airport
EDPG,Griesau Airfield,Pfatter,DE,48.953888,12.421389,small_airport
EDPH,Schwabach-Heidenberg Airfield,Büchenbach,DE,49.268019,11.012606,small_airport
EDPI,Moosburg auf der Kippe Airfield,Moosburg an der Isar,DE,48.456588,11.941624,small_airport
EDPJ,Laichingen Jakob Laur Airfield,Laichingen,DE,48.496944,9.640278,small_airport
EDPK,Schönberg Airfield,Kienberg,DE,48.047779,12.500556,small_airport
EDPM,Donzdorf Airfield,Donzdorf,DE,48.678177,9.845909,small_airport
EDPO,Neumarkt-Oberpfalz Airfield,Neumarkt in der Oberpfalz,DE,49.285557,11.443056,small_airport
EDPQ,Schmidgaden Airfield,Schmidgaden,DE,49.429443,12.098056,small_airport
EDPS,Flugplatz Sonnen,Waldkirchen,DE,48.682777,13.694722,small_airport
EDPT,Gerstetten Airfield,Gerstetten,DE,48.620277,10.058333,small_airport
EDPU,Bartholomä-Amalienhof Airfield,Bartholomä,DE,48.746666,10.005,small_airport
EDPW,Thalmässing-Waizenhofen Airfield,Thalmässing,DE,49.064167,11.209167,small_airport
EDPY,Ellwangen Airfield,Ellwangen an der Jagst,DE,48.961483,10.234494,small_airport
EDQA,Bamberg-Breitenau Airfield,Bamberg,DE,49.920403,10.914233,medium_airport
EDQB,Bad Windsheim Airfield,Bad Windsheim,DE,49.509998,10.366389,small_airport
EDQC,Coburg-Brandensteinsebene Airfield,Coburg,DE,50.262501,10.995556,small_airport
EDQD,Bayreuth Airport,Bindlach,DE,49.985001,11.64,medium_airport
EDQE,Burg Feuerstein Airport,Ebermannstadt,DE,49.794167,11.133611,small_airport
EDQF,Ansbach-Petersdorf Airfield,Weihenzell,DE,49.361111,10.669444,small_airport
EDQG,Giebelstadt Airport,Giebelstadt,DE,49.6480560303,9.966388702390002,small_airport
EDQH,Herzogenaurach Airfield,Herzogenaurach,DE,49.582708,10.878339,small_airport
EDQI,Lauf-Lillinghof Airfield,Schnaittach,DE,49.605162,11.283581,small_airport
EDQK,Kulmbach Airfield,Kulmbach,DE,50.134921,11.459069,small_airport
EDQL,Lichtenfels Airfield,Lichtenfels,DE,50.148609,11.048056,small_airport
EDQM,Hof-Plauen Airport,Hof,DE,50.288544,11.852876,medium_airport
EDQN,Neustadt/Aisch Airfield,Neustadt an der Aisch,DE,49.587502,10.5775,small_airport
EDQO,Ottengrüner Heide Airfield,Helmbrechts,DE,50.225834,11.731667,small_airport
EDQP,Rosenthal-Plössen Airfield,Speichersdorf,DE,49.863335,11.787778,small_airport
EDQR,Ebern-Sendelbach Airfield,Ebern,DE,50.039444,10.822778,small_airport
EDQS,Suhl-Goldlauter Airfield,Goldlauter-Heidersbach,DE,50.632047,10.726013,small_airport
EDQT,Haßfurt-Schweinfurt Airfield,Haßfurt,DE,50.0182,10.529165,small_airport
EDQW,Weiden in der Oberpfalz Airfield,Weiden in der Oberpfalz,DE,49.678902,12.1164,small_airport
EDQX,Hetzleser Berg Airfield,Neunkirchen am Brand,DE,49.642341,11.162574,small_airport
EDQY,Coburg-Steinrücken Airfield,Coburg,DE,50.230556,10.995833,small_airport
EDQZ,Pegnitz-Zipser Berg Airfield,Pegnitz,DE,49.76238,11.574619,small_airport
EDRA,Bad Neuenahr-Ahrweiler Airfield,Bad Neuenahr,DE,50.557779,7.137144,small_airport
EDRB,Bitburg Airport,Bitburg,DE,49.945278,6.565,small_airport
EDRC,Marpingen Glider Airfield,Marpingen,DE,49.453,7.039,small_airport
EDRD,Neumagen-Dhron Airfield,Neumagen,DE,49.843056,6.916111,small_airport
EDRF,Bad Dürkheim Airfield,Bad Dürkheim,DE,49.4728,8.195737,small_airport
EDRG,Idar-Oberstein/Göttschied Airfield,Idar-Oberstein,DE,49.732224,7.336111,small_airport
EDRH,Hoppstädten-Weiersbach Airfield,Hoppstädten,DE,49.610558,7.186667,small_airport
EDRI,Linkenheim Airfield,Linkenheim,DE,49.141666,8.394722,small_airport
EDRJ,Saarlouis-Düren Airfield,Saarlouis,DE,49.3125,6.674444,small_airport
EDRK,Koblenz-Winningen Airfield,Koblenz,DE,50.325558,7.528611,small_airport
EDRL,Flugplatz Lachen-Speyerdorf,Neustadt an der Weinstraße,DE,49.330833,8.209722,small_airport
EDRM,Traben-Trarbach/Mont Royal Airfield,Traben-Trarbach,DE,49.967777,7.111944,small_airport
EDRN,Nannhausen Airfield,Nannhausen,DE,49.96992,7.478357,small_airport
EDRO,Schweighofen Airfield,Schweighofen,DE,49.031884,7.990508,small_airport
EDRP,Pirmasens-Pottschütthöhe Airfield,Battweiler,DE,49.264442,7.488333,small_airport
EDRS,Bad Sobernheim-Domberg Airfield,Bad Sobernheim,DE,49.790833,7.666111,small_airport
EDRT,Trier-Föhren Airfield,Föhren,DE,49.863888,6.7875,small_airport
EDRV,Wershofen/Eifel Airfield,Wershofen,DE,50.451902,6.784086,small_airport
EDRW,Dierdorf-Wienau Airfield,Dierdorf,DE,50.566113,7.653333,small_airport
EDRX,Bexbach Glider Field,Bexbach,DE,49.34,7.253333,small_airport
EDRY,Speyer Airfield,Speyer,DE,49.304722,8.451389,small_airport
EDRZ,Zweibrücken Airport,Zweibrücken,DE,49.2094,7.40056,small_airport
EDSA,Albstadt-Degerfeld Airfield,Albstadt,DE,48.249722,9.0625,small_airport
EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.7794,8.0805,medium_airport
EDSE,Göppingen-Bezgenriet Airfield,Göppingen,DE,48.658611,9.624167,small_airport
EDSG,Grabenstetten Airfield,Grabenstetten,DE,48.53611,9.436944,small_airport
EDSH,Backnang-Heiningen Airfield,Backnang,DE,48.919724,9.455278,small_airport
EDSI,Binningen Glider Field,Hilzingen,DE,47.798772,8.718553,small_airport
EDSK,Kehl-Sundheim Airfield,Kehl,DE,48.561111,7.843333,small_airport
EDSL,Blumberg Airfield,Blumberg,DE,47.843676,8.564344,small_airport
EDSN,Neuhausen ob Eck Airfield,Neuhausen ob Eck,DE,47.976665,8.903889,small_airport
EDSO,Gruibingen-Nortel Airfield,Salach,DE,48.6212,9.6557,small_airport
EDSP,Poltringen Airfield,Ammerbuch,DE,48.547282,8.945918,small_airport
EDSR,Radolfzell-Stahlringen Airfield,Radolfzell am Bodensee,DE,47.802587,8.979378,small_airport
EDST,Hahnweide Airfield,Kirchheim unter Teck,DE,48.631841,9.429201,small_airport
EDSW,Altdorf-Wallburg Airfield,Kippenheim,DE,48.269883,7.841942,small_airport
EDSX,Völkleshofen-Lichtenberg Airfield,Aspach,DE,49.009332,9.354601,small_airport
EDSZ,Rottweil-Zepfenhan Airfield,Rottweil,DE,48.186604,8.722801,small_airport
EDTB,Baden-Oos Airfield,Baden-Baden,DE,48.791943,8.185833,small_airport
EDTC,Bruchsal Airfield,,DE,49.13484,8.56412,small_airport
EDTD,Donaueschingen-Villingen Airfield,Donaueschingen,DE,47.973331,8.522222,medium_airport
EDTF,Freiburg im Breisgau Airfield,Freiburg im Breisgau,DE,48.022778,7.8325,small_airport
EDTG,Bremgarten Airfield,Eschbach,DE,47.903186,7.617416,small_airport
EDTH,Heubach Airfield,Heubach,DE,48.802996,9.927714,small_airport
EDTL,Lahr Airport,Lahr/Schwarzwald,DE,48.369301,7.82772,medium_airport
EDTM,Mengen-Hohentengen Airfield,Mengen,DE,48.05389,9.372778,small_airport
EDTN,Nabern-Teck Airfield,Kirchheim unter Teck,DE,48.612778,9.477222,small_airport
EDTO,Offenburg-Baden Airfield,Offenburg,DE,48.448134,7.92356,small_airport
EDTP,Pfullendorf Airfield,Pfullendorf,DE,47.90889,9.250556,small_airport
EDTQ,Pattonville Airfield,Stuttgart,DE,48.864166,9.224722,small_airport
EDTR,Herten-Rheinfelden Airfield,Rheinfelden (Baden),DE,47.56028,7.748333,small_airport
EDTS,Schwenningen am Neckar Airfield,Villingen-Schwenningen,DE,48.065834,8.571389,small_airport
EDTU,Bad Saulgau Airfield,Bad Saulgau,DE,48.029446,9.507222,small_airport
EDTW,Winzeln-Schramberg Airfield,Schramberg,DE,48.279167,8.428333,small_airport
EDTX,Schwäbisch Hall-Weckrieden Airfield,Schwäbisch Hall,DE,49.124443,9.781111,small_airport
EDTY,Adolf Würth Airport,Schwäbisch Hall,DE,49.118332,9.783889,medium_airport
EDTZ,Konstanz Airfield,Konstanz,DE,47.681435,9.139258,small_airport
EDUA,Flugplatz Stechow-Ferchesar,Stechow-Ferchesar,DE,52.650555,12.487778,small_airport
EDUF,Falkenberg-Lönnewitz Airfield,Mühlberg,DE,51.547779,13.228056,small_airport
EDUO,Oberrißdorf Airfield,Hedersleben,DE,51.5425,11.595833,small_airport
EDUS,Finsterwalde-Schacksdorf Airfield,Lichterfeld-Schacksdorf,DE,51.60725,13.737545,small_airport
EDUW,Tutow-Betriebs Airfield,Tutow,DE,53.917028,13.22046,small_airport
EDUZ,Zerbst Airfield,Straguth,DE,52.000832,12.148611,medium_airport
EDVA,Bad Gandersheim Airfield,Bad Gandersheim,DE,51.854168,10.025556,small_airport
EDVC,Celle-Arloh Airfield,Celle,DE,52.687222,10.111389,small_airport
EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,DE,52.319199,10.5561,medium_airport
EDVF,Blomberg-Borkhausen Airfield,Blomberg,DE,51.917221,9.111667,small_airport
EDVG,Mengeringhausen Airfield,Bad Arolsen,DE,51.376387,8.981111,small_airport
EDVH,Hodenhagen Airfield,Hodenhagen,DE,52.761865,9.61056,small_airport
EDVI,Höxter-Holzminden Airfield,Höxter,DE,51.806667,9.378333,small_airport
EDVJ,Salzgitter-Schäferstuhl Airfield,Salzgitter,DE,52.030682,10.362468,small_airport
EDVK,Kassel Airport,Calden,DE,51.420699,9.392152,medium_airport
EDVL,Hölleberg Airfield,Trendelburg,DE,51.610881,9.398375,small_airport
EDVM,Hildesheim Airfield,Hildesheim,DE,52.179819,9.945803,small_airport
EDVN,Northeim Airfield,Northeim,DE,51.70639,10.039722,small_airport
EDVR,Rinteln Airfield,Rinteln,DE,52.175278,9.053333,small_airport
EDVS,Salzgitter-Drütte Airfield,Salzgitter,DE,52.154446,10.426667,small_airport
EDVT,Ithwiesen Airfield,Ith,DE,51.952,9.662,small_airport
EDVU,Uelzen Airfield,Uelzen,DE,52.9837,10.465422,small_airport
EDVW,Bad Pyrmont Airfield,Bad Pyrmont,DE,51.966667,9.291667,small_airport
EDVY,Porta Westfalica Airfield,Porta Westfalica,DE,52.221367,8.859765,small_airport
EDWC,Damme Airfield,Damme,DE,52.487558,8.185151,small_airport
EDWE,Emden Airport,Emden,DE,53.391109,7.2275,small_airport
EDWF,Flugplatz Leer-Papenburg,Leer,DE,53.271942,7.441667,small_airport
EDWG,Wangerooge Airport,Wangerooge,DE,53.782544,7.919584,small_airport
EDWH,Oldenburg-Hatten Airfield,Hatten,DE,53.06889,8.313611,small_airport
EDWI,JadeWeser Airport,Wilhelmshaven,DE,53.50222,8.052222,small_airport
EDWJ,Juist Airport,Juist,DE,53.681421,7.056398,small_airport
EDWK,Karlshöfen Airfield,Gnarrenburg,DE,53.332779,9.028333,small_airport
EDWL,Langeoog Airport,Langeoog,DE,53.742379,7.496345,small_airport
EDWM,Weser-Wümme Airfield,Hellwege,DE,53.05389,9.208611,small_airport
EDWN,Flugplatz Nordhorn-Lingen,Klausheide,DE,52.4575,7.182222,small_airport
EDWO,Flugplatz Osnabrück-Atterheide,Osnabrück,DE,52.286388,7.969722,small_airport
EDWP,Wiefelstede-Conneforde Airfield,Wiefelstede,DE,53.321388,8.073333,small_airport
EDWQ,Ganderkesee Atlas Airfield,Ganderkesee,DE,53.03611,8.505556,small_airport
EDWR,Borkum Airport,Borkum,DE,53.59639,6.709167,small_airport
EDWS,Norden-Norddeich Airport,Norddeich,DE,53.633057,7.190278,small_airport
EDWU,Varrelbusch Airfield,Cloppenburg,DE,52.908333,8.040556,small_airport
EDWV,Verden-Scharnhorst Airfield,Verden (Aller),DE,52.965279,9.282778,small_airport
EDWX,Westerstede-Felde Airfield,Westerstede,DE,53.288612,7.930556,small_airport
EDWY,Norderney Airport,Norderney,DE,53.706944,7.23,small_airport
EDWZ,Baltrum Airport,Baltrum,DE,53.72485,7.373257,small_airport
EDXA,Flugplatz Achmer,Bramsche,DE,52.37722,7.913333,small_airport
EDXB,Heide-Büsum Airport,Oesterdeichstrich,DE,54.153332,8.901667,small_airport
EDXC,Schleswig-Kropp Airfield,Kropp,DE,54.425497,9.541883,small_airport
EDXD,Bohmte-Bad Essen Airfield,Bohmte,DE,52.351391,8.328333,small_airport
EDXE,Rheine-Eschendorf Airfield,Rheine,DE,52.276389,7.492778,small_airport
EDXF,Flensburg-Schäferhaus Airport,Flensburg,DE,54.773335,9.378889,small_airport
